comment,processed_data
"Duplication of processes is a big issue. Great technologies are available, however everyone needs to embrace them, and the Department needs to remove previous options (manual paper based processes for example).","['duplication', 'process', 'big', 'issue', 'great', 'technology', 'available', 'need', 'embrace', 'Department', 'need', 'remove', 'previous', 'option', 'manual', 'paper', 'base', 'process', 'example']"
Timesheets now with Aurion is a success story. However rangers in remote areas need this access.,"['timesheet', 'Aurion', 'success', 'story', 'ranger', 'remote', 'area', 'need', 'access']"
Remove duplication in approval documents (for example procurment activities). ,"['remove', 'duplication', 'approval', 'document', 'example', 'procurment', 'activity']"
"Reduce the 'cut and paste' requirements. Have technology which stores information on organisations, jobs cards etc. so that it is pre-filled when working on a similar yet different project.","['reduce', 'cut', 'paste', 'requirement', 'technology', 'store', 'information', 'organisation', 'job', 'card', 'etc', 'pre', 'fill', 'work', 'similar', 'different', 'project']"
"Better delivery of technolgies, including to remote areas, so that the efficiencies and effectiveness of ever improving technolgy can be embraced by all. ","['better', 'delivery', 'technolgie', 'include', 'remote', 'area', 'efficiency', 'effectiveness', 'improve', 'technolgy', 'embrace']"
"Redesign the R&S process to engage best fit staff to the position description, not those who perform best in interview or application writing processes (perhaps more acute work tests etc.). Allow time and funds for R&S processes, procurement processes etc. Train staff on expectations of these processes in anticpation that their role desciption will require those tasks (instead of learning at the crunch time when resources and time is poor).","['redesign', 'process', 'engage', 'good', 'fit', 'staff', 'position', 'description', 'perform', 'good', 'interview', 'application', 'writing', 'process', 'acute', 'work', 'test', 'etc', 'allow', 'time', 'fund', 'process', 'procurement', 'process', 'etc', 'Train', 'staff', 'expectation', 'process', 'anticpation', 'role', 'desciption', 'require', 'task', 'instead', 'learn', 'crunch', 'time', 'resource', 'time', 'poor']"
Selection processes requiring so many forms. ,"['selection', 'process', 'require', 'form']"
"Procurement process is lengthy, the digital portal is not any quicker and can create a block if information for one section isn't available at that time, can't move to the next section","['procurement', 'process', 'lengthy', 'digital', 'portal', 'quick', 'create', 'block', 'information', 'section', 'isn', 'available', 'time', 'section']"
"duplicating information in any system is time wasting and frustrating. Within a department once information has been provided it should not need to be provided again. Ever. Estonia can do it, why can't we?  ","['duplicate', 'information', 'system', 'time', 'waste', 'frustrating', 'department', 'information', 'provide', 'need', 'provide', 'Estonia']"
"Procurement as in the last section, has too many areas where the process stalls due to approval or information.","['procurement', 'section', 'area', 'process', 'stall', 'approval', 'information']"
Estonia has a once only policy. If you provide information to the Government once you never have to provide it again. Electronic document sharing and acess is the key.,"['Estonia', 'policy', 'provide', 'information', 'Government', 'provide', 'electronic', 'document', 'sharing', 'acess', 'key']"
I think Timekeper works well. ,"['think', 'Timekeper', 'work']"
"Procurement has the potential to work well but needs to allow the person entering the data (doing the procurement) to jump ahead whilst waiting for informatin or a section to be approved, thus reducing stalling of the process.","['procurement', 'potential', 'work', 'need', 'allow', 'person', 'enter', 'datum', 'procurement', 'jump', 'ahead', 'whilst', 'wait', 'informatin', 'section', 'approve', 'reduce', 'stalling', 'process']"
"As a whole people need to get over their paranoid control issues around information sharing and delegations. Providing the same document 3 times during a HR situation, to the same people and not being able to progress until they have that document is really stuff from the 80's. ","['people', 'need', 'paranoid', 'control', 'issue', 'information', 'sharing', 'delegation', 'provide', 'document', '3', 'time', 'HR', 'situation', 'people', 'able', 'progress', 'document', 'stuff', '80']"
Needing a procedure to communicate between teams throughout ESR. A call/teams chat or email should be all that is needed as we are one department,"['need', 'procedure', 'communicate', 'team', 'ESR', 'team', 'chat', 'email', 'need', 'department']"
Where a manual form is provided for an application this results in additional administrative work for the officer. This is not good use of an assessing officers time nor is it a cost benefit to the department to pay up to PO4 pay for administrative work.,"['manual', 'form', 'provide', 'application', 'result', 'additional', 'administrative', 'work', 'officer', 'good', 'use', 'assess', 'officer', 'time', 'cost', 'benefit', 'department', 'pay', 'PO4', 'pay', 'administrative', 'work']"
"targeted assessment reports have now been formed to provide accurate, legislative reference and allows for an accurate assessment to be completed in a susinct manner.","['target', 'assessment', 'report', 'form', 'provide', 'accurate', 'legislative', 'reference', 'allow', 'accurate', 'assessment', 'complete', 'susinct', 'manner']"
Ensuring that Department wide it is clear that we have one records system - edocs and hat all documents must be saved into this system with all staff able to search and access this and former electronic systems such as Keeper. This is not clear and does not form part of any departmental induction process and has led to issues with staff not understanding the importance of transparency of government.,"['ensure', 'Department', 'wide', 'clear', 'record', 'system', 'edoc', 'hat', 'document', 'save', 'system', 'staff', 'able', 'search', 'access', 'electronic', 'system', 'Keeper', 'clear', 'form', 'departmental', 'induction', 'process', 'lead', 'issue', 'staff', 'understand', 'importance', 'transparency', 'government']"
Clear processes that are not duplicated are needed.,"['clear', 'process', 'duplicate', 'need']"
"Travel still requires approval by DDG.  Surely Directors are responsible enough to approve travel, based on Departmental guidelines. ","['travel', 'require', 'approval', 'DDG', 'surely', 'director', 'responsible', 'approve', 'travel', 'base', 'Departmental', 'guideline']"
"We are required to check staff salary payment details every fortnight!!!!!  This has not been considered necessary for the past 20 years, why is it required now?  It takes about 30 mins every month to do it properly","['require', 'check', 'staff', 'salary', 'payment', 'detail', 'fortnight', 'consider', 'necessary', 'past', '20', 'year', 'require', 'take', '30', 'min', 'month', 'properly']"
There is a plethora of forms required for procurement and it is extremely time consuming to work through them,"['plethora', 'form', 'require', 'procurement', 'extremely', 'time', 'consume', 'work']"
"Because delegations are too high up the chain, approvals take unnecessary amounts of time.  They also take up the time of busy senior directors.","['delegation', 'high', 'chain', 'approval', 'unnecessary', 'amount', 'time', 'time', 'busy', 'senior', 'director']"
Allow delegations and approvals at the section level wherever possible,"['allow', 'delegation', 'approval', 'section', 'level', 'possible']"
Red tape was reduced for the public but was increased for staff,"['red', 'tape', 'reduce', 'public', 'increase', 'staff']"
"Corp comms, too many to mention- every percieved problem adds another layer of red tape instead of looking at a more elegant solution that maybe others already use","['Corp', 'comms', 'mention', 'percieved', 'problem', 'add', 'layer', 'red', 'tape', 'instead', 'look', 'elegant', 'solution', 'maybe', 'use']"
"Corp comms, governance duplication, signing documents when others use OUtlook forms etc","['Corp', 'comms', 'governance', 'duplication', 'sign', 'document', 'use', 'OUtlook', 'form', 'etc']"
Instead of physically signing documents the use of digital signin or Outlook forms that automatically go to manager,"['instead', 'physically', 'sign', 'document', 'use', 'digital', 'signin', 'Outlook', 'form', 'automatically', 'manager']"
"Adding bureacratic layers does not make people safer, better governed etc it just provides more stress and more reason for people to want to skip all processes even the good ones.","['add', 'bureacratic', 'layer', 'people', 'safe', 'well', 'govern', 'etc', 'provide', 'stress', 'reason', 'people', 'want', 'skip', 'process', 'good', 'one']"
"it'sv hard to tell whethert its my manager, or an overall aversion to oputcomes in the dpt, but the processes are pointlessly bureaucratic and stifling","['sv', 'hard', 'tell', 'whethert', 'manager', 'overall', 'aversion', 'oputcome', 'dpt', 'process', 'pointlessly', 'bureaucratic', 'stifle']"
my manager,['manager']
"not sure if local issue in reef policy, or also dptl culture","['sure', 'local', 'issue', 'reef', 'policy', 'dptl', 'culture']"
"kill mecs, start proper workflow management. use xero or ellyphant to analyse duplicate datsets to help automate workflows and remove redundant steps/approvals","['kill', 'mecs', 'start', 'proper', 'workflow', 'management', 'use', 'xero', 'ellyphant', 'analyse', 'duplicate', 'datset', 'help', 'automate', 'workflow', 'remove', 'redundant', 'step', 'approval']"
train people in working towards outcomes rather than tiocking boxes,"['train', 'people', 'work', 'outcome', 'tiocking', 'box']"
Record keeping systems - duplication,"['record', 'keep', 'system', 'duplication']"
"Needing to be set up as a vendor to have allowances paid, every time a claim is lodged, when already a paid employee","['need', 'set', 'vendor', 'allowance', 'pay', 'time', 'claim', 'lodge', 'pay', 'employee']"
